"rating_vehicle_number";"rating_driveability";"rating_speed";"rating_vehicle_cleanliness";"rating_comment";"create_time"
"511";"5";"5";"5";"Pagaliau sujungtas 42!";"2015-06-20 13:00:01"
"3003";"1";"1";"4";"velavo nuo pradines stoteles stotis.
2015.06.20 atvaziavo 9:57, o turejo buti 9:53, ko pasekoje vairuotojas veliau leke kaip akis isbedes.";"2015-06-20 09:59:43"
"721";"5";"5";"5";"viskas OK bet viduje reikėtų taisyti švieslentę kad rodytų stotelės su pavadinimais";"2015-06-20 09:54:18"
"782";"1";"0";"0";"pasikartosiu, taciau ka tik moteris vos neiskrito pro dar pravoras duris autobusui pajudejus is vietos. nereiketu lipti- kviesciau policija";"2015-06-19 17:00:19"
"782";"1";"1";"3";"veza malkas. nespejus ilipti taip greiteja, kad isitverti nespeji. stotelese specialiai sustoja toliau nuo zmoniu ar pavesiniu, nors lauke lyja. Tragedija. uz tokia keliones kokybe kaip min pinigus grazinti turetumete";"2015-06-19 16:56:38"
"997";"3";"1";"4";"";"2015-06-19 16:27:52"
"812";"1";"2";"4";"Pernelyg skuba, draskosi ir sudaro avarines situacijas kelyje, važiavo per raudoną šviesoforo signalą už šilo tilto į antakalnio g.";"2015-06-19 16:22:41"
"785";"5";"4";"4";"Super vairas";"2015-06-19 16:16:48"
"2622";"1";"3";"1";"Esant pilnam troleibusui žmonių, įlipus vienoje stotelėje per priekines duris ir norint išlipti sekančioje, teko išklausyti vairuotojos moralą ir atsiprašinėjant grūstis pro žmones iki kitų durų.";"2015-06-19 15:52:32"
"782";"1";"1";"5";"Autobuse svaru, i galine stotele velavo 15 min, vairuoja grubiai, staigiai stabdo.";"2015-06-19 15:37:22"
"2622";"1";"1";"1";"vairuotoja neišleido per priekines duris, nors troleibuse buvo itin daug žmonių, o stovėjau prie pat priekinių durų. teko brautis per pusę trasporto priemonės iki vidurinių durų. nuo kada priekinės durys nėra atidaromos?";"2015-06-19 15:32:16"
"721";"2";"4";"4";"labai agresyviai pradeda važiuoti ir dar agresyviau stabdo. net sėdint reikia stipriai laikytis įsikibus.";"2015-06-19 14:16:34"
"789";"2";"4";"3";"mes mokam pinigus uz kokybiska kelione, bet dauguma vairuotoju vaziuoja taip, tarsi veztu malkas. Jie turi suprast, kad mes vairuotojams mokam atlyginimus.";"2015-06-19 11:42:42"
"1639";"4";"2";"3";"";"2015-06-19 07:32:27"
"2452";"5";"5";"5";"";"2015-06-19 07:21:16"
"718";"5";"5";"5";"";"2015-06-19 07:12:47"
"596";"5";"5";"5";"";"2015-06-18 19:21:28"
"1112";"1";"3";"2";"troleibusas traška darda, ir dar vairuotojas laksto";"2015-06-18 19:19:55"
"2667";"1";"1";"1";"Troleibusas stovėjo pradinėje stotelėje, vairuotojas vaikštinėjo aplink troleibusą vėlavo 15min.";"2015-06-18 18:54:42"
"981";"1";"4";"4";"vaziuodamas kalbejo telefonu. kas isblasko vairuitoja ir daro kelione pavojinga.";"2015-06-18 18:07:12"
"2714";"5";"4";"2";"";"2015-06-18 15:29:35"
"2713";"1";"5";"5";"vairuotojas neatidarė stotelėje durų senyvai moteriai. baisiai nemandagu!";"2015-06-18 13:36:09"
"776";"1";"1";"1";"Labai nekulturingas vairuotojas, su keleviais visiskai nesiskaito. 2015-06-18 diena i Naujininku stotele atvaziavo 08:30, ir isvyko 08:31, nors pagal grafika turejo isvykti 08:32, bet vietoj to isvyko minute anksciau ir man uztrenke duris beveik pries nosi. Tokie vairuotojai tik gadina vilniaus viesojo transporto varda.";"2015-06-18 08:39:31"
"787";"2";"2";"5";"tik del to betikslio stovejimo stotelese.";"2015-06-18 07:19:04"
"123";"5";"5";"5";"4G maršruto autobuse nėra garažinio nr. bei lipduko su kelionių vertinimo instrukcija. 
Norėjau pagirti vairuotoją už gero stiliaus muzikos klausimą su adekvačiu garso lygiu";"2015-06-17 18:23:18"
"2518";"1";"1";"1";"vairuotoja daug kartu staigiai stabde";"2015-06-17 17:29:18"
"724";"1";"1";"5";"Sustojime Seskine velavo 5 min. Vietoj 16:38, atvaziavo 16:43. Visiskai nemoka tolygiai stabdyti. Visa kelia trukciojo autobusa. Nusiuskite i vairavimo kursus.";"2015-06-17 16:58:19"
"748";"1";"3";"4";"Net 1zvaigzdute negalima ivertinti saugumo.";"2015-06-17 15:12:11"
"779";"0";"1";"0";"3g velavo atvykti i Tako stotele(link oro uosto) 7 minutes. turejo atvykti 12:29. pavelavau i persedima";"2015-06-17 12:54:46"
"944";"4";"3";"4";"elektroninis komposteris puse kelio neveikia";"2015-06-17 11:32:14"
"791";"3";"1";"4";"is t narbuto stoteles isvaziavo 2 minutem anksciau!!!";"2015-06-17 11:04:33"
"757";"4";"5";"4";"neskaitant to kad ką tik buvo praleista Siesikų stotelė ;D viskas  buvo beveik tobula";"2015-06-17 09:28:14"
"1591";"1";"3";"3";"atidato troleibuso duris, kol dar pakankamao greit važiuoja.";"2015-06-17 09:03:42"
"294";"1";"1";"4";"greitasis autobusas noretusi kad butu greitas o ne vos judetu";"2015-06-17 08:04:43"
"521";"1";"0";"0";"Vairuotojas, Kudirkos aikstes stoteleje, izdare visas duris ir nuejo nusipirkti i spaudos kioska kavos. Man sugaisino 1,5 min. Kaip tai suprasti, kavos pertraukele marsrute?";"2015-06-17 07:38:56"
"843";"5";"5";"5";"vairuotojas geranoriškas.mandagus.";"2015-06-16 21:29:16"
"423";"3";"1";"1";"vairuotojas labai nemandagus! pesciomis eiti butu greiciau negu vaziuoti autobusu, del tos priezasties autobusas veluoja!";"2015-06-16 20:13:44"
"4005";"1";"0";"0";"veža kaip malkas - staigūs įsibėgėjimai, staigūs stabdymai";"2015-06-16 20:11:29"
"1119";"1";"4";"4";"vairuotoja labai neatsakingai stabdo, tik atsitiktinumo dėka nesusizalojo keleiviai";"2015-06-16 19:41:23"
"2528";"1";"1";"1";"uztrenke duris pries pat nosi";"2015-06-16 18:15:07"
"172";"5";"5";"5";"Ta pati problema kaip ir daugelyje autobusuose: gale ant sedyniu prirasyneta ir pripaisyta slyksciai bei daug.";"2015-06-16 17:37:44"
"946";"2";"5";"5";"";"2015-06-16 17:29:56"
"1133";"3";"4";"1";"vairuotojas smirda per puse autobuso";"2015-06-16 17:23:16"
"1692";"5";"5";"5";"";"2015-06-16 16:23:50"
"528";"4";"5";"4";"Sitas autobusas nera sukurtas miesto marsrutams, nes kedes turi rankturius";"2015-06-16 13:17:33"
"3005";"1";"0";"0";"Zmones ne bulviu maisai! Jokios atsakomybes del keleiviu saugumo";"2015-06-16 13:01:02"
"475";"1";"1";"4";"pavelavo";"2015-06-16 10:56:05"
"593";"5";"5";"5";"";"2015-06-16 06:13:33"
"956";"5";"5";"4";"";"2015-06-15 22:44:03"
"741";"5";"5";"5";"";"2015-06-15 22:24:50"
"510";"4";"1";"3";"";"2015-06-15 22:05:05"
"5504";"5";"5";"5";"eina sau :)";"2015-06-15 22:00:46"
"736";"0";"5";"5";"";"2015-06-15 20:14:39"
"2718";"2";"0";"0";"";"2015-06-15 20:13:40"
"520";"3";"2";"4";"nevienas kabinoje sedi, snekasi del to leciau vaziuoja. o man reikia persesti kruvinai i kita autobusa.";"2015-06-15 19:51:04"
"1710";"1";"2";"2";"veza kaip bulviu maisus,  jei nesilaikysi isikibes dviem rankom, nuskrisi nuo sedynes";"2015-06-15 19:38:45"
"257";"1";"4";"3";"Blogai stabdo, bei issibegeja, keletas zmoniu nukrito.";"2015-06-15 18:46:21"
"798";"1";"1";"1";"Autobuse, smirda baisiau nei lauko tolete...";"2015-06-15 17:48:34"
"981";"3";"3";"5";"lekia kaip išprotėjęs. Viršija greitį";"2015-06-15 17:27:26"
"62";"1";"5";"3";"54 autobusas, Pilaite-stotis marsruto vairuotojo neadekvatus elgesys:piktas, greitai ir nesaugiai vaziavo, staigiai stabde. Labiausiai papiktino faktas,  kad apsauke nes neisgirdo kiek bilietu norejau nusipirkti. Labai nesaugi ir nemaloni kelione";"2015-06-15 17:11:40"
"123";"1";"1";"1";"uh";"2015-06-15 15:48:47"
"477";"1";"5";"3";"malkas tarsi veža. bjauru";"2015-06-15 14:55:08"
"2507";"5";"5";"3";"";"2015-06-15 14:36:05"
"3001";"4";"5";"3";"";"2015-06-15 13:51:08"
"1139";"5";"4";"4";"viskas gerai,ne puiku o gerai";"2015-06-15 12:26:05"
"781";"5";"5";"5";"viskas super";"2015-06-15 09:05:09"
"2521";"3";"4";"1";"Labai nešvarus troleibusas";"2015-06-15 07:42:11"
"700";"4";"1";"5";"kaip ir kiekvieną rytą vėlavo. nesuprasi ar 7:26 ar 7:43. atvažiavo, 7:34";"2015-06-15 07:37:44"
"813";"5";"5";"5";"";"2015-06-15 07:16:45"
"955";"4";"2";"4";"";"2015-06-14 23:08:34"
"771";"5";"5";"4";"";"2015-06-14 22:26:35"
"784";"3";"1";"3";"Vėlavo 5 min išvaziuoti į Santariškių žiedo st, nors stovejo žiede.";"2015-06-14 20:18:05"
"768";"3";"4";"1";"sunku surasti transpotro nr. purvinas. kondicioneriai neveikia, tvanku";"2015-06-14 18:17:12"
"791";"5";"4";"1";"Labai nešvarios grindys ir autobuse ne koks kvapas.";"2015-06-14 16:10:07"
"972";"1";"1";"1";"vairuotojas aptaškė vandeniu iš balos pravažiuodamas";"2015-06-14 15:39:55"
"594";"5";"5";"5";"Nuostabi besisypsanti vairuotoja! Daugiau tokiu!";"2015-06-14 12:59:46"
"6";"4";"4";"1";"";"2015-06-14 12:18:01"
"1703";"5";"5";"5";"greitai, saugiai, patogiai!";"2015-06-14 07:39:06"
"955";"5";"5";"5";"";"2015-06-13 23:05:57"
"167";"5";"5";"4";"";"2015-06-13 22:28:52"
"941";"5";"5";"5";"";"2015-06-13 21:25:50"
"982";"5";"5";"5";"Malonus ir paslaugus vairuotojas!!! 10 balu!";"2015-06-13 15:10:20"
"802";"3";"4";"4";"Baisu važiuot garsiai pukši.";"2015-06-13 10:08:00"
"726";"5";"5";"4";"sudo nemala vaziuoj greit :)";"2015-06-12 21:29:54"
"725";"5";"5";"5";"Puikus vairuotojas";"2015-06-12 17:37:32"
"981";"1";"0";"0";"Sudaro avarines situacijas, vaziuoja per raudonus sviesoforo signalus.";"2015-06-12 17:06:09"
"789";"1";"5";"2";"vairuotojas nesaugiai veža keleivius.nespėjus išlipti keleiviui iš autobuso,vairuotojas jau uždaro duris.tuo metu išlipinėjo. moteris su mažu vaiku.kitoje stotelėje prispaudė vyrą durimis.autobusas važiavo maršrutu stotis-parko g.iš stoties išvyko 16:28";"2015-06-12 16:47:49"
"505";"4";"4";"4";"viskas būtų pakenčiama, na, bet ar normalu, kai langai neatsidaro, liukai vos praverti, o kondicionierius neegzistuoja. Lauke +25 , saulė į langus kepina, o kvėpuot nėra kuo. Jau nekalbant apie kvapų paletę, norisi šaukt, nes išlipi šlapias iš autobuso. Žinau, kad vežėjai amžini ubagai ir naujam transportui neturi lėšų, tai bent atsidarančius langus padarykit. O dabar eilinė vasara - eilinis pasityčiojimas iš klientų, tai yra keleivių.";"2015-06-12 16:31:10"
"758";"5";"5";"5";"Puiku, jog ijungete kondicionieriu tokia karsta diena!";"2015-06-12 15:34:36"
"774";"1";"1";"4";"nesustojo kalvariju st";"2015-06-12 14:12:08"
"766";"4";"2";"3";"";"2015-06-12 12:02:50"
"1664";"3";"3";"3";"";"2015-06-12 11:56:29"
"955";"3";"2";"2";"";"2015-06-12 11:55:21"
"172";"5";"5";"4";"Visas autobuso galas visokiausiom nesvankybem prirasytneta. 
P.S. Dekui, kad atsizvelgiate i komentarus.";"2015-06-12 11:51:57"
"658";"3";"1";"2";"";"2015-06-12 11:46:21"
"472";"5";"1";"4";"arba kelione uztrunka ne 22 minutes nuo justiniskiu iki gedimino technikos universiteto arba autobusas veluoja 5 minutes atvaziuot";"2015-06-12 10:55:24"
"879";"1";"0";"0";"vairuotojas bent dali maršruto kalbejosi kabinoje su pakeleiviu. vairavo nuolatos spausdamas stabdi gaza, o prie kuro aparatūros sankryzos pradziai staigiai užspaudė stabdi,  veliau per raudona sviesa pervažiavo sankryza sukeldamas avarine situacija automobiliams vykstantiems nuo akropolio";"2015-06-12 10:51:37"
"515";"5";"5";"3";"";"2015-06-12 08:37:05"
"1115";"5";"1";"3";"Vaziuoja, atrodo 30km/h, o daznai leciau.";"2015-06-12 08:08:58"
"949";"5";"5";"5";"";"2015-06-12 07:58:22"
"944";"1";"1";"2";"";"2015-06-12 07:09:59"
"1496";"5";"5";"5";"";"2015-06-11 21:20:41"
"749";"1";"3";"3";"labai blogai vairuoja,  staigiai stabdo";"2015-06-11 17:37:12"
"1457";"1";"2";"3";"nesutiko isleisti pro priekines duris.";"2015-06-11 17:25:22"
"1503";"5";"5";"5";"puiku";"2015-06-11 16:57:07"
"1692";"4";"1";"4";"I vingio stotele atvyko arba 5 min per velai arba 7 min per anksti. Visiskas grafiko nesilaikymas!!!";"2015-06-11 16:47:18"
"949";"2";"0";"0";"Nepatenkintas esu. Tvarkarastis parasyta kad 14:10 bus baltoje voke o cia 14:18 atvaziavo ir taip visada";"2015-06-11 14:20:56"
"759";"1";"1";"1";"Neatsargus vairuotojas, lekia kaip akis isdeges, staigiai stabdo. Jausmas, kad malkas veza, ne zmones.";"2015-06-11 12:39:20"
"2684";"3";"5";"1";"";"2015-06-11 12:36:35"
"504";"3";"2";"3";"Autobuse labai tvanku, ventiliacijai uztikrinti yra tik dvi langines, stogo liukai uzdaryti.";"2015-06-11 12:26:03"
"948";"5";"5";"5";"";"2015-06-11 12:03:15"
"942";"3";"4";"2";"";"2015-06-11 11:09:02"
"766";"1";"1";"1";"";"2015-06-11 09:21:49"
"966";"2";"1";"3";"Eilini ryta Igno Seiniaus stoteleje prastovejo 2 min be tikslo. zmones visi nepatenkinti sedi ir nesupranta kokio velnio stovinet.  Eilini karta reikia islipti i kita autobusa nes laiku po to nesugeba atvykti i numatyta stotele. manau reikia paskatinti zmones vertinti jusu nelogiskus sprendimus.";"2015-06-11 07:12:29"
"0262";"5";"5";"5";"senokai jau nesijauciau taip saugiai viesajame transporte.be to autobusas labai svarus!";"2015-06-10 22:18:48"
"1634";"5";"5";"5";":)";"2015-06-10 20:04:37"
"507";"1";"3";"1";"zmones tai kas? - malkos?";"2015-06-10 19:15:59"
"1565";"2";"1";"1";"Prasmirdes pelesiu";"2015-06-10 18:55:57"
"790";"1";"0";"3";"Vairuotojas labai nesaugiai ir agresyviai važiavo,pypino aplinkiniams,staigiai stabdydavo ir pajudėdavo iš vietos. Jai jau vėluoji tai vėluoji, nereikia persistengti";"2015-06-10 18:50:33"
"984";"3";"5";"4";"Vairuotojas visa kele garsiai klause rusiskos muzikos. Taip garsiai kad sededamas gale galejai puikiai girdeti.";"2015-06-10 18:35:00"
"1492";"1";"0";"0";"Vingio stoteleje per anksti ir neapdairiai uzdaromos durys prispaude neigalia moteriske";"2015-06-10 18:26:57"
"1585";"4";"5";"1";"Purvina!";"2015-06-10 18:17:41"
"5555";"4";"4";"4";"nio";"2015-06-10 17:36:55"
"2714";"1";"5";"5";"Važiuoja netolygiai: staigiai akseleruoja ir stabdo.";"2015-06-10 15:21:48"
"840";"1";"5";"2";"vairuotojas staigiai stabde, keliaiviai tiesiog skraide autobuse";"2015-06-10 13:40:35"
"529";"4";"5";"3";"nepatogiausios sedynes, kuriose sedejau per visa gyvenima...";"2015-06-10 13:11:00"
"3565680582";"3";"3";"1";"";"2015-06-10 12:40:47"
"2714";"3";"3";"3";"";"2015-06-10 10:33:38"
"2621";"2";"4";"3";"";"2015-06-10 09:51:03"
"2718";"5";"5";"5";"Labai garsus durų uždarymo signalas, ilgiau pavažiavus net pykinti pradeda nuo to cypimo.";"2015-06-10 09:03:20"
"973";"3";"1";"3";"Vaziavo letai, sustojimuose ilgai stovejo, ilgai neatidarinejo duru, nespejau i 1G.";"2015-06-10 06:16:33"
"955";"5";"5";"5";"";"2015-06-09 22:41:30"
"178";"5";"5";"4";"";"2015-06-09 22:14:18"
"178";"5";"5";"4";"";"2015-06-09 22:14:02"
"717";"1";"1";"1";"16 troleibusas. Prieš pietus. Norėdama nusipirkti bilietą iš vairuotojo sulaukiau pasiūlymo eiti į vieną vietą..";"2015-06-09 21:11:35"
"998";"0";"0";"5";"";"2015-06-09 20:12:28"
"202";"5";"0";"5";"perfect";"2015-06-09 18:19:44"
"2696";"1";"3";"3";"vairuotojas agresyviai vairuoja. Pastoviai naudoja garso signalus jei tik kokia transporto priemone pavekuoja sujudeti sekundes dali. Pastoviai akseleruoja is staigiai stabdo. Pazeidineja keiliu eismo taisykles keisdamas judejimo kripti ir sudarydamas avarines situacijas vaziuodamas tiesiai juostos skirtos vaziuoti i kaire ir apsisukti. Keleiviams dar lipant pro duris jas uzdarineja.";"2015-06-09 18:08:34"
"840";"2";"4";"1";"Vairuotojas be priežasties naudoja garsinį signalą, stabdymo metu vos pavyksta išsilaikyti ant kojų, neadekvačiai didelis greitis, vairuotojas vartoja necenzūrinius žodžius";"2015-06-09 18:07:28"
"106";"3";"4";"2";"šaunu, kad palaukia";"2015-06-09 17:44:05"
"1641";"1";"3";"4";"labai staigiai stabdo ir gazuoja, zmones negali net pastovėti";"2015-06-09 17:37:11"
"1639";"2";"5";"1";"Pakeiskit jau tuos senovinius troleibusus, siaubas važiuoti caro ruricho laikų troleibusais.";"2015-06-09 16:42:22"
"514";"1";"4";"3";"Labai nemandagus vairuotojas. Ilipus i autobusa norejau nusipirkti bilieteli. Autobusas nuolat juda ir yra tasomas i visas puses, todel pasileisti neimanoma. Vairuotojui per stikla sakau: ""viena pilna"", o jis man su rusiskais keiksmazodziais atrekia, kad nesupranta. Rodo zenklus, kad parodyciau kiek bilietu, bet pasileisti nuo tureklo negaliu, nes pargriusiu su tokiu vairavimu. Galu gale parduoda bileta, sugadines visa vakara.";"2015-06-09 16:31:55"
"345";"3";"5";"5";"viskas gerai tik vairuot nemoka";"2015-06-09 14:51:20"
"1543";"1";"5";"5";"Vairuotojas nelabai moka stabdyti";"2015-06-09 09:05:45"
"725";"5";"5";"5";"";"2015-06-09 05:37:57"
"955";"5";"4";"3";"";"2015-06-08 22:43:26"
"943";"5";"4";"4";"";"2015-06-08 22:14:28"
"932";"5";"5";"5";"";"2015-06-08 18:26:07"
"959";"0";"1";"0";"87 autobusas veluodamas pasieke paskutine marsruto stotele ir neskubejo pasivyti sugaisto laiko.20min prastovejo musininku stoteleje";"2015-06-08 18:02:46"
"277";"1";"1";"1";"Vairuotojas elgiasi neadekvaciai";"2015-06-08 17:03:43"
"43";"1";"1";"1";".Sveiki.

Autobusai atvažiuoja laiku , bet švaros nera gal galetumete išplauti nors viena autobusą.Ir dar tegul autobusai vaziuoja dažniau nes visi sako ,kad jie vaziuoja labai retai .Ir kitiem ir man šitas nepatinka pavižiuj as nespeju į kursus ir visur kitur.Tai pasistenkit viska ištasyti parašau.";"2015-06-08 14:59:51"
"960";"5";"5";"5";": )";"2015-06-08 08:48:36"
"2713";"5";"5";"5";"";"2015-06-08 07:42:48"
"984";"3";"1";"4";"eilini ryta 52 marsrutas nuo senuku ukmerges g. laukia stotelesevnereikalingai po minute ir daugiau ir po to veluoja atvykti i man reikiama stotele. panasu kad sio marsruto sudarynetojai net nesuvokia kas yra klientu pasitenkinimas klientu aptarnavimas ir pan.";"2015-06-08 07:19:44"
"889";"5";"5";"5";"";"2015-06-08 05:36:51"
"943";"4";"5";"5";"Ar vairuotojams leidziama garsiai groti sau patiems patinkancia muzika?! As tikrai nenoriu klausytis Ruskoje Radijo, kai vaziuoju viesuoju transportu";"2015-06-07 23:05:16"
"2647";"4";"5";"3";"Олдскульный бас";"2015-06-07 17:07:28"
"792";"4";"5";"3";"";"2015-06-07 10:12:42"
"979";"5";"5";"5";"vairuotojas ne tik atliko savo vairuotojo darba bet ir palaike tvarka autobuse, sudrausmino  girta ir triuksmaujanti zmogu.";"2015-06-06 22:43:33"
"962";"5";"5";"5";"Buciau nusiroves galva, jei vairuotojo SUDINA RUSISKA MUZIKA butu grojus dar garsiau";"2015-06-06 18:52:38"
"983";"1";"5";"5";"vairuotojas neatidaro galiniu duru, nors prie ju ir laukia zmones";"2015-06-05 22:17:47"
"1708";"5";"5";"5";"puikus vairuotojas, palaukė kad įlipčiau kai skubėjau";"2015-06-05 22:00:13"
"56464";"5";"5";"5";"";"2015-06-05 18:53:06"
"816";"0";"1";"0";"Vaziuoja ne pagal grafika";"2015-06-05 18:51:22"
"843";"1";"1";"1";"didesniu grabu nesu vazeves";"2015-06-05 18:49:49"
"795";"5";"5";"5";"";"2015-06-05 17:23:44"
"888";"5";"5";"5";"Num";"2015-06-05 17:02:46"
"869";"1";"5";"5";"kaip malkas veža.";"2015-06-05 15:21:26"
"592";"5";"5";"4";"";"2015-06-05 15:15:08"
"1108";"4";"5";"5";"Vairuotojas neatidarineja priekiniu duru keleiviu ilipimui.";"2015-06-05 10:45:40"
"5";"5";"2";"4";"vėlavo 5 min";"2015-06-05 08:40:20"
"1642";"3";"2";"2";"";"2015-06-05 07:35:54"
"985";"1";"1";"5";"stovineja bereikalingai stotelese. privalai islipti i 3g nes kaip eilini syki po to veluoja pagal grafika. ir kas antras 52 vairuotojas erzina visa kruva keleiviu bereikalingai laukianciu ir veluojanciu i darbus. daugiau kitu marsrutu vairuotojai niekada taip neissidirbineja";"2015-06-05 07:13:48"
"977";"4";"4";"4";"zmoniu daug, autobuse vietos mazai.";"2015-06-05 06:21:17"
"794";"5";"5";"4";"";"2015-06-04 22:44:24"
"890";"5";"3";"3";"";"2015-06-04 22:16:27"
"780";"5";"1";"5";"is zalgirio stoteles isvyko 2min anksciau i bukciu puse";"2015-06-04 18:15:13"
"973";"0";"1";"0";"łabai vėlavo";"2015-06-04 17:56:41"
"257";"1";"1";"1";"nespejau perseti i savo autobusa bet kita karta kai ilipsiu i toki svylanti kiaura ir vos pariedanti lauza iskviesiu policija, tegu technine apziura anuliuoja jeigu tokia dar yra.";"2015-06-04 15:20:32"
"627";"5";"5";"3";"galetu buti tvarkingiau";"2015-06-04 15:10:10"
"962";"5";"5";"5";"";"2015-06-04 11:59:25"
"137";"3";"1";"5";"";"2015-06-04 08:42:56"
"81";"0";"0";"3";",,,.";"2015-06-04 08:04:17"
"1609";"4";"4";"3";"";"2015-06-04 07:28:43"
"203";"5";"5";"5";"Geriausiai važiuojanti Karosa parke";"2015-06-03 23:23:41"
"935";"5";"5";"4";"";"2015-06-03 23:13:25"
"961";"1";"1";"4";"";"2015-06-03 23:11:58"
"961";"2";"1";"4";"";"2015-06-03 22:15:47"
"595";"1";"1";"1";"Dalbajobas vairuotojad nemoka duru mygtuku naudotis, zmones nespeja sulipt, tas jau uzdaro duris, supleso maisus, kuprines ir kojas ar rankas zmonems prispaudzia, kas toki asila prieme leiskit paklaust??";"2015-06-03 19:59:34"
"944";"5";"5";"5";"";"2015-06-03 18:47:08"
"620";"1";"0";"0";"73 autobuso vairuotojas Vaiku kaimo stoteleje vos neprispaude su durimis vaiko vezimelyje. Mamai islipus ir iskeliant vaika pradejo vaziuoti. Net nepaziurejo ar kiti keleiviai islipo, teko rekti kad stoteleje isleistu visus.  Per sio vairuotojo ziopluma galejo ivykti skaudi nelaime!";"2015-06-03 16:27:04"
"749";"5";"5";"5";"Labai malonus vairuotojas! Pamates, jog begu link autobuso pristabde, kad speciau . Retai pasitaiko tokiu maloniu. Labai dziaugiuosi, nes pakele nuotaika! Ir vairavimas ne toks pasiuteliskas kaip kitu vairuotoju!";"2015-06-03 13:22:03"
"876";"5";"5";"4";"kondicionierius neįjungtas, nors labai tvanku";"2015-06-03 12:06:59"
"796";"2";"3";"1";"Nesvaru";"2015-06-03 11:07:20"
"831";"0";"5";"2";"Labai nešvarūs langai, nieko nesimato!";"2015-06-03 08:31:05"
"724";"5";"5";"5";"Gerai! : )";"2015-06-03 08:20:23"
"1571";"3";"4";"1";"sedynes nesvarios, langai neatidaryti, o keleiviui paciam nelabai imanoma juos atidaryti, karsta";"2015-06-03 07:45:55"
"1609";"4";"2";"3";"";"2015-06-03 07:32:46"
"956";"5";"5";"4";"";"2015-06-02 22:41:57"
"995";"1";"1";"4";"";"2015-06-02 22:23:06"
"919";"4";"4";"4";"";"2015-06-02 21:12:09"
"756";"2";"1";"3";"Velavo, nes stovejimo aiksteleje plepejo su kitais vairuotojais. :) Truksta mandagumo :(";"2015-06-02 20:44:36"
"869";"1";"4";"3";"Vairuotojas visą kelią kalbėjo telefonu,taip, kad girdėjo visas autobusas. Aptarinejo kažkokią Solveigą. O vairavimas -  tai tas pats, kad vežtų rąstus.";"2015-06-02 20:41:35"
"1559";"4";"2";"3";"";"2015-06-02 20:16:59"
"816";"5";"1";"5";"autobusas stiprei veluoja savo maršrutu + vertinimo numeris pakabintas išvidaus vairuotojo durelių 50 maršrutas";"2015-06-02 19:47:30"
"939";"5";"5";"3";"Autobusas naujas, bet kondicionierius išjungtas... Gėda";"2015-06-02 19:45:09"
"978";"5";"4";"4";"";"2015-06-02 19:02:40"
"932";"0";"1";"0";"łabai vėlavo";"2015-06-02 17:40:54"
"753642";"4";"4";"1";"";"2015-06-02 17:32:12"
"327";"4";"5";"3";"";"2015-06-02 15:50:05"
"1117";"5";"5";"5";"";"2015-06-02 11:02:27"
"724";"1";"1";"2";"vairuotojas pasiutes laksto tarandeje kokiu 70km.";"2015-06-02 08:51:35"
"76";"3";"4";"4";"labai nemandagus vairuotojas. keikėsi, visokiais žodžiais išvadino ir apšaukė bilietą norėjusią nusipirkti moteriškę.";"2015-06-02 08:02:50"
"1658";"4";"2";"3";"";"2015-06-02 07:30:50"
"1132";"1";"3";"3";"Du kartus kuprine su kompiuteriu vos neiskrito is ranku! Moteris salia sededama griuvo veidu 3 metrus i prieki. Leciau! Kur skubam?!";"2015-06-02 06:44:28"
"1131";"3";"2";"1";"pasimetes kelyje. sokineja is juostos i juosta. stabdo gan per greit";"2015-06-02 06:42:14"
"797";"0";"1";"0";"łabai vėlavo";"2015-06-01 17:49:04"
"1699";"2";"3";"3";"vairuotojas užsipuolė keleivį, šalia stotelės grasino smurtu, elgėsi nepagarbiai ir atgrasiai kitų keleivių akivaizdoje. laikas - 1739, 1 birželio 2015. Iškviesta policija";"2015-06-01 17:40:01"
"993";"4";"0";"0";"";"2015-06-01 17:20:23"
"472";"5";"1";"3";"";"2015-06-01 16:39:52"
"711";"1";"5";"1";"18 marsrutas.vos nie prispaude tarp duru moteri invalide";"2015-06-01 13:01:38"
"3006";"2";"2";"4";"Autobusas gedo, sustojus keleiviai nebuvo išleisti, vairavimas grubus.";"2015-06-01 11:25:18"
"710";"5";"5";"3";"";"2015-06-01 11:19:19"
"198";"5";"5";"4";"";"2015-06-01 10:48:17"
"227";"4";"4";"3";"";"2015-06-01 10:35:45"
"519";"5";"5";"4";"Laiku isvyko is pirmos marsruto stoteles";"2015-06-01 09:51:38"
"711";"4";"1";"4";"Vėlavo 7 min.";"2015-06-01 09:42:12"
"1615";"1";"3";"3";"Staigiai juda is vietos, staigiai stabdo, pats vairuotojas labiau ziuri ne i kelia, o blaskosi i visus sonus";"2015-06-01 08:42:48"
"1652";"4";"1";"1";"";"2015-06-01 07:31:23"
"866";"5";"2";"1";"";"2015-06-01 07:03:52"
"917";"5";"5";"5";"";"2015-05-31 22:41:33"
"948";"5";"4";"4";"";"2015-05-31 19:13:13"
"981";"4";"5";"5";":)";"2015-05-31 17:27:23"
"978";"5";"5";"1";"Karsta!!!";"2015-05-31 12:09:26"
"2713";"5";"5";"3";"Vairuotoja palauke veluojanciu!! Tai puiku!!";"2015-05-30 11:29:48"
"1448";"4";"3";"1";"įleido smirdintį narkomaną be bilieto";"2015-05-30 11:25:12"
